cluster,seq_num,fm_num,gn_num,fm_rate,gn_rate,major_family,major_genus,cutoff,positive,negative,Segment
cluster190,11,1,1,{'Phasmaviridae': 1.0},{'Orthophasmavirus': 1.0},Phasmaviridae,Orthophasmavirus,142.56,399.6,114.0,S
cluster191,7,1,1,{'Phasmaviridae': 1.0},{'Orthophasmavirus': 1.0},Phasmaviridae,Orthophasmavirus,121.84,537.1,75.7,S
cluster192,2,1,1,{'Phasmaviridae': 1.0},{'Orthophasmavirus': 1.0},Phasmaviridae,Orthophasmavirus,112.95,726.3,44.8,S
cluster193,2,1,1,{'Phasmaviridae': 1.0},{'Orthophasmavirus': 1.0},Phasmaviridae,Orthophasmavirus,36.24,237.3,13.9,S
cluster194,2,1,1,{'Phasmaviridae': 1.0},{'Orthophasmavirus': 1.0},Phasmaviridae,Orthophasmavirus,30.46,304.6,0.0,S
cluster195,5,1,1,{'Arenaviridae': 1.0},{'Hartmanivirus': 1.0},Arenaviridae,Hartmanivirus,554.97,3465.3,231.6,L
cluster196,5,1,1,{'Arenaviridae': 1.0},{'Hartmanivirus': 1.0},Arenaviridae,Hartmanivirus,93.64,732.1,22.7,S
cluster197,5,1,1,{'Arenaviridae': 1.0},{'Hartmanivirus': 1.0},Arenaviridae,Hartmanivirus,289.53,1048.5,205.2,S
cluster198,2,1,1,{'Phenuiviridae': 1.0},{'Mobuvirus': 1.0},Phenuiviridae,Mobuvirus,1038.32,4437.8,660.6,L
cluster199,3,1,1,{'Phasmaviridae': 1.0},{'Feravirus': 1.0},Phasmaviridae,Feravirus,1852.73,4379.3,1572.0,L
cluster200,3,1,1,{'Phasmaviridae': 1.0},{'Feravirus': 1.0},Phasmaviridae,Feravirus,100.98,183.6,91.8,M
cluster201,3,1,1,{'Phasmaviridae': 1.0},{'Feravirus': 1.0},Phasmaviridae,Feravirus,875.58,2190.3,729.5,M
cluster202,3,1,1,{'Phasmaviridae': 1.0},{'Feravirus': 1.0},Phasmaviridae,Feravirus,224.71,577.6,185.5,S
cluster203,2,1,1,{'Phasmaviridae': 1.0},{'Feravirus': 1.0},Phasmaviridae,Feravirus,19.53,195.3,0.0,S
cluster204,3,1,1,{'Kitaviridae': 1.0},{'Blunervirus': 1.0},Kitaviridae,Blunervirus,503.91,2814.3,247.2,1
cluster205,3,1,1,{'Kitaviridae': 1.0},{'Blunervirus': 1.0},Kitaviridae,Blunervirus,238.17,522.3,206.6,4
cluster206,3,1,1,{'Kitaviridae': 1.0},{'Blunervirus': 1.0},Kitaviridae,Blunervirus,553.91,1903.1,404.0,2
cluster207,2,1,1,{'Kitaviridae': 1.0},{'Blunervirus': 1.0},Kitaviridae,Blunervirus,84.6,363.6,53.6,3
cluster208,2,1,1,{'Kitaviridae': 1.0},{'Blunervirus': 1.0},Kitaviridae,Blunervirus,47.68,343.6,14.8,3
cluster209,5,1,1,{'Phenuiviridae': 1.0},{'Rubodvirus': 1.0},Phenuiviridae,Rubodvirus,119.78,576.8,69.0,S
cluster210,5,1,1,{'Phenuiviridae': 1.0},{'Rubodvirus': 1.0},Phenuiviridae,Rubodvirus,93.58,707.2,25.4,M
cluster211,4,1,1,{'Phenuiviridae': 1.0},{'Rubodvirus': 1.0},Phenuiviridae,Rubodvirus,825.95,4611.8,405.3,L
cluster212,4,1,1,{'Phenuiviridae': 1.0},{'Tenuivirus': 1.0},Phenuiviridae,Tenuivirus,1993.72,4564.3,1708.1,1
cluster213,4,1,1,{'Phenuiviridae': 1.0},{'Tenuivirus': 1.0},Phenuiviridae,Tenuivirus,60.34,415.3,20.9,4
cluster214,3,1,1,{'Phenuiviridae': 1.0},{'Tenuivirus': 1.0},Phenuiviridae,Tenuivirus,109.88,547.1,61.3,3
cluster215,3,1,1,{'Phenuiviridae': 1.0},{'Tenuivirus': 1.0},Phenuiviridae,Tenuivirus,44.9,326.6,13.6,2
cluster216,3,1,1,{'Phenuiviridae': 1.0},{'Tenuivirus': 1.0},Phenuiviridae,Tenuivirus,144.1,1441.0,0.0,2
cluster217,3,1,1,{'Phenuiviridae': 1.0},{'Tenuivirus': 1.0},Phenuiviridae,Tenuivirus,31.72,317.2,0.0,4
cluster218,2,1,1,{'Phenuiviridae': 1.0},{'Tenuivirus': 1.0},Phenuiviridae,Tenuivirus,40.83,408.3,0.0,3
cluster219,5,1,1,{'Phenuiviridae': 1.0},{'Laulavirus': 1.0},Phenuiviridae,Laulavirus,1683.33,4694.1,1348.8,L
cluster220,4,1,1,{'Phenuiviridae': 1.0},{'Laulavirus': 1.0},Phenuiviridae,Laulavirus,398.82,1236.0,305.8,M
cluster221,3,1,1,{'Phenuiviridae': 1.0},{'Laulavirus': 1.0},Phenuiviridae,Laulavirus,137.74,533.2,93.8,S
cluster222,19,1,1,{'Chrysoviridae': 1.0},{'Alphachrysovirus': 1.0},Chrysoviridae,Alphachrysovirus,428.7,1215.3,341.3,1
cluster223,10,1,1,{'Chrysoviridae': 1.0},{'Alphachrysovirus': 1.0},Chrysoviridae,Alphachrysovirus,97.43,974.3,0.0,2
cluster224,10,1,1,{'Chrysoviridae': 1.0},{'Alphachrysovirus': 1.0},Chrysoviridae,Alphachrysovirus,126.81,990.9,30.8,4
cluster225,4,1,1,{'Chrysoviridae': 1.0},{'Alphachrysovirus': 1.0},Chrysoviridae,Alphachrysovirus,155.31,1316.4,26.3,3
cluster226,3,1,1,{'Chrysoviridae': 1.0},{'Alphachrysovirus': 1.0},Chrysoviridae,Alphachrysovirus,206.92,1994.5,8.3,3
cluster227,3,1,1,{'Chrysoviridae': 1.0},{'Alphachrysovirus': 1.0},Chrysoviridae,Alphachrysovirus,174.64,1523.2,24.8,3
cluster228,3,1,1,{'Chrysoviridae': 1.0},{'Alphachrysovirus': 1.0},Chrysoviridae,Alphachrysovirus,198.31,1845.4,15.3,2
cluster229,3,1,1,{'Chrysoviridae': 1.0},{'Alphachrysovirus': 1.0},Chrysoviridae,Alphachrysovirus,147.23,1312.1,17.8,4
cluster230,2,1,1,{'Chrysoviridae': 1.0},{'Alphachrysovirus': 1.0},Chrysoviridae,Alphachrysovirus,240.79,1967.8,48.9,3
cluster231,2,1,1,{'Chrysoviridae': 1.0},{'Alphachrysovirus': 1.0},Chrysoviridae,Alphachrysovirus,192.83,1928.3,0.0,4
cluster232,2,1,1,{'Chrysoviridae': 1.0},{'Alphachrysovirus': 1.0},Chrysoviridae,Alphachrysovirus,182.74,1827.4,0.0,2
cluster233,2,1,1,{'Chrysoviridae': 1.0},{'Alphachrysovirus': 1.0},Chrysoviridae,Alphachrysovirus,232.35,2228.1,10.6,2
cluster234,2,1,1,{'Chrysoviridae': 1.0},{'Alphachrysovirus': 1.0},Chrysoviridae,Alphachrysovirus,73.32,419.1,34.9,"{'3', '4'}"
cluster235,6,1,1,{'Curvulaviridae': 1.0},{'Orthocurvulavirus': 1.0},Curvulaviridae,Orthocurvulavirus,196.77,930.0,115.3,1
cluster236,2,1,1,{'Curvulaviridae': 1.0},{'Orthocurvulavirus': 1.0},Curvulaviridae,Orthocurvulavirus,67.82,678.2,0.0,2
cluster237,2,1,1,{'Curvulaviridae': 1.0},{'Orthocurvulavirus': 1.0},Curvulaviridae,Orthocurvulavirus,70.74,707.4,0.0,2
cluster238,35,1,1,{'Secoviridae': 1.0},{'Nepovirus': 1.0},Secoviridae,Nepovirus,1257.31,2085.4,1165.3,1
cluster239,9,1,1,{'Secoviridae': 1.0},{'Nepovirus': 1.0},Secoviridae,Nepovirus,206.57,1606.7,51.0,2
cluster240,9,1,1,{'Secoviridae': 1.0},{'Nepovirus': 1.0},Secoviridae,Nepovirus,234.17,1686.5,72.8,2
cluster241,7,1,1,{'Secoviridae': 1.0},{'Nepovirus': 1.0},Secoviridae,Nepovirus,369.47,1540.1,239.4,2
cluster242,5,1,1,{'Secoviridae': 1.0},{'Nepovirus': 1.0},Secoviridae,Nepovirus,404.78,2397.2,183.4,2
cluster243,4,1,1,{'Secoviridae': 1.0},{'Nepovirus': 1.0},Secoviridae,Nepovirus,439.92,2843.1,172.9,2
cluster244,2,1,1,{'Secoviridae': 1.0},{'Nepovirus': 1.0},Secoviridae,Nepovirus,531.04,3977.5,148.1,2
cluster245,2,1,1,{'Secoviridae': 1.0},{'Nepovirus': 1.0},Secoviridae,Nepovirus,26.26,142.0,13.4,"{'2', '1'}"
cluster246,2,1,1,{'Secoviridae': 1.0},{'Nepovirus': 1.0},Secoviridae,Nepovirus,15.99,159.9,0.0,"{'2', '1'}"
cluster247,2,1,1,{'Secoviridae': 1.0},{'Nepovirus': 1.0},Secoviridae,Nepovirus,20.82,208.2,0.0,"{'2', '1'}"
cluster248,2,1,1,{'Secoviridae': 1.0},{'Nepovirus': 1.0},Secoviridae,Nepovirus,21.3,213.0,0.0,"{'2', '1'}"
cluster249,2,1,1,{'Secoviridae': 1.0},{'Nepovirus': 1.0},Secoviridae,Nepovirus,22.0,85.0,15.0,"{'2', '1'}"
cluster250,8,1,1,{'Orthomyxoviridae': 1.0},{'Thogotovirus': 1.0},Orthomyxoviridae,Thogotovirus,423.87,1289.4,327.7,2
cluster251,7,1,1,{'Orthomyxoviridae': 1.0},{'Thogotovirus': 1.0},Orthomyxoviridae,Thogotovirus,211.66,1140.1,108.5,1
cluster252,7,1,1,{'Orthomyxoviridae': 1.0},{'Thogotovirus': 1.0},Orthomyxoviridae,Thogotovirus,294.65,708.2,248.7,4
cluster253,7,1,1,{'Orthomyxoviridae': 1.0},{'Thogotovirus': 1.0},Orthomyxoviridae,Thogotovirus,114.05,660.8,53.3,5
cluster254,7,1,1,{'Orthomyxoviridae': 1.0},{'Thogotovirus': 1.0},Orthomyxoviridae,Thogotovirus,208.68,943.8,127.0,3
cluster255,3,1,1,{'Orthomyxoviridae': 1.0},{'Thogotovirus': 1.0},Orthomyxoviridae,Thogotovirus,56.77,567.7,0.0,6
cluster256,3,1,1,{'Orthomyxoviridae': 1.0},{'Thogotovirus': 1.0},Orthomyxoviridae,Thogotovirus,55.23,552.3,0.0,6
cluster257,14,1,1,{'Secoviridae': 1.0},{'Comovirus': 1.0},Secoviridae,Comovirus,1775.61,2812.5,1660.4,1
cluster258,14,1,1,{'Secoviridae': 1.0},{'Comovirus': 1.0},Secoviridae,Comovirus,344.26,1293.4,238.8,2
cluster259,8,1,1,{'Secoviridae': 1.0},{'Sadwavirus': 1.0},Secoviridae,Sadwavirus,759.97,2237.5,595.8,1
cluster260,6,1,1,{'Secoviridae': 1.0},{'Sadwavirus': 1.0},Secoviridae,Sadwavirus,183.77,1380.5,50.8,2
cluster261,5,1,1,{'Orthomyxoviridae': 1.0},{'Quaranjavirus': 1.0},Orthomyxoviridae,Quaranjavirus,275.28,905.1,205.3,5
cluster262,5,1,1,{'Orthomyxoviridae': 1.0},{'Quaranjavirus': 1.0},Orthomyxoviridae,Quaranjavirus,343.38,1629.3,200.5,2
cluster263,5,1,1,{'Orthomyxoviridae': 1.0},{'Quaranjavirus': 1.0},Orthomyxoviridae,Quaranjavirus,40.99,409.9,0.0,6
cluster264,5,1,1,{'Orthomyxoviridae': 1.0},{'Quaranjavirus': 1.0},Orthomyxoviridae,Quaranjavirus,166.73,1471.1,21.8,1
cluster265,5,1,1,{'Orthomyxoviridae': 1.0},{'Quaranjavirus': 1.0},Orthomyxoviridae,Quaranjavirus,170.61,1466.7,26.6,3
cluster266,5,1,1,{'Orthomyxoviridae': 1.0},{'Quaranjavirus': 1.0},Orthomyxoviridae,Quaranjavirus,111.83,952.7,18.4,4
cluster267,4,1,1,{'Orthomyxoviridae': 1.0},{'Quaranjavirus': 1.0},Orthomyxoviridae,Quaranjavirus,23.67,236.7,0.0,7
cluster268,19,1,1,{'Iflaviridae': 1.0},{'Iflavirus': 1.0},Iflaviridae,Iflavirus,843.6,2232.3,689.3,complete
cluster269,4,1,1,{'Iflaviridae': 1.0},{'Iflavirus': 1.0},Iflaviridae,Iflavirus,652.47,5159.4,151.7,complete
cluster270,2,1,1,{'Iflaviridae': 1.0},{'Iflavirus': 1.0},Iflaviridae,Iflavirus,791.11,6920.2,110.1,complete
cluster271,2,1,1,{'Iflaviridae': 1.0},{'Iflavirus': 1.0},Iflaviridae,Iflavirus,793.04,5981.0,216.6,complete
cluster272,4,1,1,{'Bromoviridae': 1.0},{'Anulavirus': 1.0},Bromoviridae,Anulavirus,683.66,1287.2,616.6,2
cluster273,4,1,1,{'Bromoviridae': 1.0},{'Anulavirus': 1.0},Bromoviridae,Anulavirus,124.38,508.5,81.7,3
cluster274,4,1,1,{'Bromoviridae': 1.0},{'Anulavirus': 1.0},Bromoviridae,Anulavirus,1073.8,1722.7,1001.7,1
cluster275,3,1,1,{'Bromoviridae': 1.0},{'Anulavirus': 1.0},Bromoviridae,Anulavirus,48.61,411.4,8.3,3
cluster276,4,1,1,{'Kitaviridae': 1.0},{'Cilevirus': 1.0},Kitaviridae,Cilevirus,2040.01,4156.9,1804.8,1
cluster277,4,1,1,{'Kitaviridae': 1.0},{'Cilevirus': 1.0},Kitaviridae,Cilevirus,221.43,467.4,194.1,2
cluster278,4,1,1,{'Kitaviridae': 1.0},{'Cilevirus': 1.0},Kitaviridae,Cilevirus,127.39,287.5,109.6,2
cluster279,3,1,1,{'Kitaviridae': 1.0},{'Cilevirus': 1.0},Kitaviridae,Cilevirus,89.63,896.3,0.0,2
cluster280,3,1,1,{'Kitaviridae': 1.0},{'Cilevirus': 1.0},Kitaviridae,Cilevirus,50.46,428.1,8.5,1
cluster281,2,1,1,{'Kitaviridae': 1.0},{'Cilevirus': 1.0},Kitaviridae,Cilevirus,34.04,340.4,0.0,2
cluster282,2,1,1,{'Secoviridae': 1.0},{'Stralarivirus': 1.0},Secoviridae,Stralarivirus,893.36,5216.6,413.0,1
cluster283,2,1,1,{'Secoviridae': 1.0},{'Stralarivirus': 1.0},Secoviridae,Stralarivirus,241.0,2204.8,22.8,2
cluster284,5,1,1,{'Secoviridae': 1.0},{'Cheravirus': 1.0},Secoviridae,Cheravirus,845.77,3612.1,538.4,1
cluster285,3,1,1,{'Secoviridae': 1.0},{'Cheravirus': 1.0},Secoviridae,Cheravirus,362.86,2156.2,163.6,2
cluster286,2,1,1,{'Secoviridae': 1.0},{'Cheravirus': 1.0},Secoviridae,Cheravirus,241.8,2267.7,16.7,2
cluster287,2,1,1,{'Phasmaviridae': 1.0},{'Hymovirus': 1.0},Phasmaviridae,Hymovirus,1510.71,4871.4,1137.3,L
cluster288,2,1,1,{'Phasmaviridae': 1.0},{'Hymovirus': 1.0},Phasmaviridae,Hymovirus,71.53,261.7,50.4,M
cluster289,2,1,1,{'Phasmaviridae': 1.0},{'Hymovirus': 1.0},Phasmaviridae,Hymovirus,534.94,2748.4,289.0,M
cluster290,2,1,1,{'Phasmaviridae': 1.0},{'Hymovirus': 1.0},Phasmaviridae,Hymovirus,22.04,220.4,0.0,S
cluster291,2,1,1,{'Phasmaviridae': 1.0},{'Hymovirus': 1.0},Phasmaviridae,Hymovirus,180.86,693.5,123.9,S
cluster292,3,1,1,{'Rhabdoviridae': 1.0},{'Varicosavirus': 1.0},Rhabdoviridae,Varicosavirus,1006.31,3600.2,718.1,1
cluster293,3,1,1,{'Rhabdoviridae': 1.0},{'Varicosavirus': 1.0},Rhabdoviridae,Varicosavirus,189.72,720.9,130.7,2
cluster294,10,1,1,{'Secoviridae': 1.0},{'Torradovirus': 1.0},Secoviridae,Torradovirus,790.22,2993.6,545.4,1
cluster295,10,1,1,{'Secoviridae': 1.0},{'Torradovirus': 1.0},Secoviridae,Torradovirus,186.8,1604.3,29.3,2
cluster296,5,1,1,{'Secoviridae': 1.0},{'Torradovirus': 1.0},Secoviridae,Torradovirus,38.36,243.2,15.6,2
cluster297,4,1,1,{'Secoviridae': 1.0},{'Torradovirus': 1.0},Secoviridae,Torradovirus,36.04,360.4,0.0,2
cluster298,2,1,1,{'Secoviridae': 1.0},{'Torradovirus': 1.0},Secoviridae,Torradovirus,11.54,115.4,0.0,"{'2', '1'}"
cluster299,2,1,1,{'Secoviridae': 1.0},{'Torradovirus': 1.0},Secoviridae,Torradovirus,12.4,124.0,0.0,"{'2', '1'}"
cluster300,33,1,1,{'Coronaviridae': 1.0},{'Alphacoronavirus': 1.0},Coronaviridae,Alphacoronavirus,2455.32,5856.6,2077.4,complete
cluster301,33,1,1,{'Coronaviridae': 1.0},{'Alphacoronavirus': 1.0},Coronaviridae,Alphacoronavirus,4113.17,4993.1,4015.4,complete
cluster302,33,1,1,{'Coronaviridae': 1.0},{'Alphacoronavirus': 1.0},Coronaviridae,Alphacoronavirus,1503.43,1777.3,1473.0,complete
cluster303,33,1,1,{'Coronaviridae': 1.0},{'Alphacoronavirus': 1.0},Coronaviridae,Alphacoronavirus,216.11,349.4,201.3,complete
cluster304,31,1,1,{'Coronaviridae': 1.0},{'Alphacoronavirus': 1.0},Coronaviridae,Alphacoronavirus,202.87,370.9,184.2,complete
cluster305,27,1,1,{'Coronaviridae': 1.0},{'Alphacoronavirus': 1.0},Coronaviridae,Alphacoronavirus,23.03,230.3,0.0,complete
cluster306,13,1,1,{'Coronaviridae': 1.0},{'Alphacoronavirus': 1.0},Coronaviridae,Alphacoronavirus,36.49,101.2,29.3,complete
cluster307,6,1,1,{'Coronaviridae': 1.0},{'Alphacoronavirus': 1.0},Coronaviridae,Alphacoronavirus,46.26,129.6,37.0,complete
cluster308,5,1,1,{'Coronaviridae': 1.0},{'Alphacoronavirus': 1.0},Coronaviridae,Alphacoronavirus,43.15,431.5,0.0,complete
cluster309,3,1,1,{'Coronaviridae': 1.0},{'Alphacoronavirus': 1.0},Coronaviridae,Alphacoronavirus,15.43,154.3,0.0,complete
cluster310,2,1,1,{'Coronaviridae': 1.0},{'Alphacoronavirus': 1.0},Coronaviridae,Alphacoronavirus,33.95,176.6,18.1,complete
cluster311,2,1,1,{'Coronaviridae': 1.0},{'Alphacoronavirus': 1.0},Coronaviridae,Alphacoronavirus,54.78,547.8,0.0,complete
cluster312,2,1,1,{'Coronaviridae': 1.0},{'Alphacoronavirus': 1.0},Coronaviridae,Alphacoronavirus,31.34,313.4,0.0,complete
cluster313,2,1,1,{'Coronaviridae': 1.0},{'Alphacoronavirus': 1.0},Coronaviridae,Alphacoronavirus,37.48,202.0,19.2,complete
cluster314,2,1,1,{'Coronaviridae': 1.0},{'Alphacoronavirus': 1.0},Coronaviridae,Alphacoronavirus,16.52,165.2,0.0,complete
cluster315,2,1,1,{'Coronaviridae': 1.0},{'Alphacoronavirus': 1.0},Coronaviridae,Alphacoronavirus,35.56,355.6,0.0,complete
cluster316,2,1,1,{'Coronaviridae': 1.0},{'Alphacoronavirus': 1.0},Coronaviridae,Alphacoronavirus,219.79,878.5,146.6,complete
cluster317,2,1,1,{'Coronaviridae': 1.0},{'Alphacoronavirus': 1.0},Coronaviridae,Alphacoronavirus,19.1,191.0,0.0,complete
cluster318,2,1,1,{'Coronaviridae': 1.0},{'Alphacoronavirus': 1.0},Coronaviridae,Alphacoronavirus,40.46,404.6,0.0,complete
cluster319,2,1,1,{'Coronaviridae': 1.0},{'Alphacoronavirus': 1.0},Coronaviridae,Alphacoronavirus,39.22,173.5,24.3,complete
cluster320,7,1,1,{'Aliusviridae': 1.0},{'Ollusvirus': 1.0},Aliusviridae,Ollusvirus,2554.21,3304.9,2470.8,complete
cluster321,5,1,1,{'Aliusviridae': 1.0},{'Ollusvirus': 1.0},Aliusviridae,Ollusvirus,290.73,1231.5,186.2,complete
cluster322,4,1,1,{'Aliusviridae': 1.0},{'Ollusvirus': 1.0},Aliusviridae,Ollusvirus,218.73,1092.9,121.6,complete
cluster323,2,1,1,{'Aliusviridae': 1.0},{'Ollusvirus': 1.0},Aliusviridae,Ollusvirus,42.34,291.1,14.7,complete
cluster324,13,1,1,{'Kolmioviridae': 1.0},{'Deltavirus': 1.0},Kolmioviridae,Deltavirus,11.17,111.7,0.0,complete
cluster325,3,1,1,{'Paramyxoviridae': 1.0},{'Paraavulavirus': 1.0},Paramyxoviridae,Paraavulavirus,486.13,977.8,431.5,complete
cluster326,3,1,1,{'Paramyxoviridae': 1.0},{'Paraavulavirus': 1.0},Paramyxoviridae,Paraavulavirus,201.28,631.3,153.5,complete
cluster327,3,1,1,{'Paramyxoviridae': 1.0},{'Paraavulavirus': 1.0},Paramyxoviridae,Paraavulavirus,463.99,935.5,411.6,complete
cluster328,3,1,1,{'Paramyxoviridae': 1.0},{'Paraavulavirus': 1.0},Paramyxoviridae,Paraavulavirus,539.39,1047.8,482.9,complete
cluster329,3,1,1,{'Paramyxoviridae': 1.0},{'Paraavulavirus': 1.0},Paramyxoviridae,Paraavulavirus,2072.04,4182.9,1837.5,complete
cluster330,2,1,1,{'Paramyxoviridae': 1.0},{'Paraavulavirus': 1.0},Paramyxoviridae,Paraavulavirus,259.66,889.3,189.7,complete
cluster331,8,1,1,{'Pneumoviridae': 1.0},{'Orthopneumovirus': 1.0},Pneumoviridae,Orthopneumovirus,435.65,788.0,396.5,complete
cluster332,8,1,1,{'Pneumoviridae': 1.0},{'Orthopneumovirus': 1.0},Pneumoviridae,Orthopneumovirus,277.43,480.2,254.9,complete
cluster333,8,1,1,{'Pneumoviridae': 1.0},{'Orthopneumovirus': 1.0},Pneumoviridae,Orthopneumovirus,552.12,954.6,507.4,complete
cluster334,8,1,1,{'Pneumoviridae': 1.0},{'Orthopneumovirus': 1.0},Pneumoviridae,Orthopneumovirus,2664.28,4534.3,2456.5,complete
cluster335,5,1,1,{'Pneumoviridae': 1.0},{'Orthopneumovirus': 1.0},Pneumoviridae,Orthopneumovirus,142.62,512.7,101.5,complete
cluster336,5,1,1,{'Pneumoviridae': 1.0},{'Orthopneumovirus': 1.0},Pneumoviridae,Orthopneumovirus,28.37,283.7,0.0,complete
cluster337,5,1,1,{'Pneumoviridae': 1.0},{'Orthopneumovirus': 1.0},Pneumoviridae,Orthopneumovirus,180.11,415.1,154.0,complete
cluster338,5,1,1,{'Pneumoviridae': 1.0},{'Orthopneumovirus': 1.0},Pneumoviridae,Orthopneumovirus,24.19,156.4,9.5,complete
cluster339,3,1,1,{'Pneumoviridae': 1.0},{'Orthopneumovirus': 1.0},Pneumoviridae,Orthopneumovirus,26.15,261.5,0.0,complete
cluster340,3,1,1,{'Pneumoviridae': 1.0},{'Orthopneumovirus': 1.0},Pneumoviridae,Orthopneumovirus,37.08,370.8,0.0,complete
cluster341,3,1,1,{'Pneumoviridae': 1.0},{'Orthopneumovirus': 1.0},Pneumoviridae,Orthopneumovirus,152.64,685.8,93.4,complete
cluster342,3,1,1,{'Pneumoviridae': 1.0},{'Orthopneumovirus': 1.0},Pneumoviridae,Orthopneumovirus,83.6,836.0,0.0,complete
cluster343,3,1,1,{'Pneumoviridae': 1.0},{'Orthopneumovirus': 1.0},Pneumoviridae,Orthopneumovirus,90.24,309.3,65.9,complete
cluster344,3,1,1,{'Pneumoviridae': 1.0},{'Orthopneumovirus': 1.0},Pneumoviridae,Orthopneumovirus,19.08,190.8,0.0,complete
cluster345,3,1,1,{'Pneumoviridae': 1.0},{'Orthopneumovirus': 1.0},Pneumoviridae,Orthopneumovirus,27.28,272.8,0.0,complete
cluster346,3,1,1,{'Pneumoviridae': 1.0},{'Orthopneumovirus': 1.0},Pneumoviridae,Orthopneumovirus,58.34,537.5,5.1,complete
cluster347,2,1,1,{'Pneumoviridae': 1.0},{'Orthopneumovirus': 1.0},Pneumoviridae,Orthopneumovirus,16.47,164.7,0.0,complete
cluster348,2,1,1,{'Pneumoviridae': 1.0},{'Orthopneumovirus': 1.0},Pneumoviridae,Orthopneumovirus,27.2,272.0,0.0,complete
cluster349,2,1,1,{'Pneumoviridae': 1.0},{'Orthopneumovirus': 1.0},Pneumoviridae,Orthopneumovirus,60.02,600.2,0.0,complete
cluster350,2,1,1,{'Pneumoviridae': 1.0},{'Orthopneumovirus': 1.0},Pneumoviridae,Orthopneumovirus,17.1,171.0,0.0,complete
cluster351,2,1,1,{'Pneumoviridae': 1.0},{'Orthopneumovirus': 1.0},Pneumoviridae,Orthopneumovirus,12.51,125.1,0.0,complete
cluster352,11,1,1,{'Picornaviridae': 1.0},{'Kobuvirus': 1.0},Picornaviridae,Kobuvirus,2559.28,4225.9,2374.1,complete
cluster353,3,1,1,{'Picornaviridae': 1.0},{'Kobuvirus': 1.0},Picornaviridae,Kobuvirus,11.73,117.3,0.0,complete
cluster354,25,1,1,{'Flaviviridae': 1.0},{'Hepacivirus': 1.0},Flaviviridae,Hepacivirus,1710.22,2832.7,1585.5,complete
cluster355,2,1,1,{'Flaviviridae': 1.0},{'Hepacivirus': 1.0},Flaviviridae,Hepacivirus,16.91,169.1,0.0,complete
cluster356,2,1,1,{'Flaviviridae': 1.0},{'Hepacivirus': 1.0},Flaviviridae,Hepacivirus,25.59,98.4,17.5,complete
cluster357,2,1,1,{'Flaviviridae': 1.0},{'Hepacivirus': 1.0},Flaviviridae,Hepacivirus,24.89,122.0,14.1,complete
cluster358,15,1,1,{'Flaviviridae': 1.0},{'Pegivirus': 1.0},Flaviviridae,Pegivirus,1732.14,3650.4,1519.0,complete
cluster359,3,1,1,{'Hepeviridae': 1.0},{'Paslahepevirus': 1.0},Hepeviridae,Paslahepevirus,2207.72,2791.1,2142.9,complete
cluster360,3,1,1,{'Hepeviridae': 1.0},{'Paslahepevirus': 1.0},Hepeviridae,Paslahepevirus,909.34,1067.2,891.8,complete
cluster361,7,1,1,{'Solemoviridae': 1.0},{'Enamovirus': 1.0},Solemoviridae,Enamovirus,721.84,1870.6,594.2,complete
cluster362,5,1,1,{'Solemoviridae': 1.0},{'Enamovirus': 1.0},Solemoviridae,Enamovirus,147.73,339.7,126.4,complete
cluster363,5,1,1,{'Solemoviridae': 1.0},{'Enamovirus': 1.0},Solemoviridae,Enamovirus,340.45,406.6,333.1,complete
cluster364,4,1,1,{'Solemoviridae': 1.0},{'Enamovirus': 1.0},Solemoviridae,Enamovirus,154.13,734.0,89.7,complete
cluster365,3,1,1,{'Solemoviridae': 1.0},{'Enamovirus': 1.0},Solemoviridae,Enamovirus,64.33,643.3,0.0,complete
cluster366,2,1,1,{'Solemoviridae': 1.0},{'Enamovirus': 1.0},Solemoviridae,Enamovirus,252.21,1845.3,75.2,complete
cluster367,2,1,1,{'Solemoviridae': 1.0},{'Enamovirus': 1.0},Solemoviridae,Enamovirus,165.32,724.4,103.2,complete
cluster368,2,1,1,{'Solemoviridae': 1.0},{'Enamovirus': 1.0},Solemoviridae,Enamovirus,143.35,391.3,115.8,complete
cluster369,9,1,1,{'Sinhaliviridae': 1.0},{'Sinaivirus': 1.0},Sinhaliviridae,Sinaivirus,166.2,1662.0,0.0,complete
cluster370,9,1,1,{'Sinhaliviridae': 1.0},{'Sinaivirus': 1.0},Sinhaliviridae,Sinaivirus,130.95,751.5,62.0,complete
cluster371,9,1,1,{'Sinhaliviridae': 1.0},{'Sinaivirus': 1.0},Sinhaliviridae,Sinaivirus,126.41,990.5,30.4,complete
cluster372,8,1,1,{'Sinhaliviridae': 1.0},{'Sinaivirus': 1.0},Sinhaliviridae,Sinaivirus,52.04,287.3,25.9,complete
cluster373,37,1,1,{'Togaviridae': 1.0},{'Alphavirus': 1.0},Togaviridae,Alphavirus,324.79,2467.6,86.7,complete
cluster374,37,1,1,{'Togaviridae': 1.0},{'Alphavirus': 1.0},Togaviridae,Alphavirus,182.43,1499.4,36.1,complete
cluster375,32,1,1,{'Togaviridae': 1.0},{'Alphavirus': 1.0},Togaviridae,Alphavirus,189.52,1056.4,93.2,complete
cluster376,4,1,1,{'Picornaviridae': 1.0},{'Grusopivirus': 1.0},Picornaviridae,Grusopivirus,2556.01,4726.0,2314.9,complete
